timestamp,disk_used_gb,disk_total_gb,disk_used_percent
2026-04-19T00:56:00Z,124.5,200,62.3
2026-04-19T00:57:00Z,124.6,200,62.3
2026-04-19T00:58:00Z,124.6,200,62.3
2026-04-19T00:59:00Z,124.7,200,62.4
2026-04-19T01:00:00Z,124.8,200,62.4
2026-04-19T01:01:00Z,124.9,200,62.5
2026-04-19T01:02:00Z,125.0,200,62.5
2026-04-19T01:03:00Z,125.0,200,62.5
2026-04-19T01:04:00Z,125.1,200,62.5
2026-04-19T01:05:00Z,125.2,200,62.6
2026-04-19T01:06:00Z,125.3,200,62.6
2026-04-19T01:07:00Z,125.4,200,62.7
2026-04-19T01:08:00Z,125.4,200,62.7
2026-04-19T01:09:00Z,125.5,200,62.7
2026-04-19T01:10:00Z,125.6,200,62.8
2026-04-19T01:11:00Z,125.7,200,62.9
2026-04-19T01:12:00Z,125.8,200,62.9
2026-04-19T01:13:00Z,125.8,200,62.9
2026-04-19T01:14:00Z,125.9,200,63.0
2026-04-19T01:15:00Z,126.0,200,63.0
2026-04-19T01:16:00Z,126.1,200,63.0
2026-04-19T01:17:00Z,126.2,200,63.1
2026-04-19T01:18:00Z,126.2,200,63.1
2026-04-19T01:19:00Z,126.3,200,63.1
2026-04-19T01:20:00Z,126.4,200,63.2
2026-04-19T01:21:00Z,126.5,200,63.2
2026-04-19T01:22:00Z,126.6,200,63.3
2026-04-19T01:23:00Z,126.6,200,63.3
2026-04-19T01:24:00Z,126.7,200,63.4
2026-04-19T01:25:00Z,126.8,200,63.4
2026-04-19T01:26:00Z,126.9,200,63.5
2026-04-19T01:27:00Z,127.0,200,63.5
2026-04-19T01:28:00Z,127.0,200,63.5
2026-04-19T01:29:00Z,127.1,200,63.5
2026-04-19T01:30:00Z,127.2,200,63.6
2026-04-19T01:31:00Z,127.3,200,63.6
2026-04-19T01:32:00Z,127.4,200,63.7
2026-04-19T01:33:00Z,127.4,200,63.7
2026-04-19T01:34:00Z,127.5,200,63.7
2026-04-19T01:35:00Z,127.6,200,63.8
2026-04-19T01:36:00Z,127.7,200,63.9
2026-04-19T01:37:00Z,127.8,200,63.9
2026-04-19T01:38:00Z,127.8,200,63.9
2026-04-19T01:39:00Z,127.9,200,64.0
2026-04-19T01:40:00Z,128.0,200,64.0
2026-04-19T01:41:00Z,128.1,200,64.0
2026-04-19T01:42:00Z,128.2,200,64.1
2026-04-19T01:43:00Z,128.2,200,64.1
2026-04-19T01:44:00Z,128.3,200,64.2
2026-04-19T01:45:00Z,128.4,200,64.2
2026-04-19T01:46:00Z,128.5,200,64.2
2026-04-19T01:47:00Z,128.6,200,64.3
2026-04-19T01:48:00Z,128.6,200,64.3
2026-04-19T01:49:00Z,128.7,200,64.3
2026-04-19T01:50:00Z,128.8,200,64.4
2026-04-19T01:51:00Z,128.9,200,64.5
2026-04-19T01:52:00Z,129.0,200,64.5
2026-04-19T01:53:00Z,129.0,200,64.5
2026-04-19T01:54:00Z,129.1,200,64.5
2026-04-19T01:55:00Z,129.2,200,64.6
2026-04-19T01:56:00Z,129.3,200,64.7
2026-04-19T01:57:00Z,129.4,200,64.7
2026-04-19T01:58:00Z,129.4,200,64.7
2026-04-19T01:59:00Z,129.5,200,64.8
2026-04-19T02:00:00Z,129.6,200,64.8
2026-04-19T02:01:00Z,129.7,200,64.8
2026-04-19T02:02:00Z,129.8,200,64.9
2026-04-19T02:03:00Z,129.8,200,64.9
2026-04-19T02:04:00Z,129.9,200,65.0
2026-04-19T02:05:00Z,130.0,200,65.0
2026-04-19T02:06:00Z,130.1,200,65.0
2026-04-19T02:07:00Z,130.2,200,65.1
2026-04-19T02:08:00Z,130.2,200,65.1
2026-04-19T02:09:00Z,130.3,200,65.2
2026-04-19T02:10:00Z,130.4,200,65.2
2026-04-19T02:11:00Z,130.5,200,65.2
2026-04-19T02:12:00Z,130.6,200,65.3
2026-04-19T02:13:00Z,130.6,200,65.3
2026-04-19T02:14:00Z,130.7,200,65.3
2026-04-19T02:15:00Z,130.8,200,65.4
2026-04-19T02:16:00Z,130.9,200,65.5
2026-04-19T02:17:00Z,131.0,200,65.5
2026-04-19T02:18:00Z,131.0,200,65.5
2026-04-19T02:19:00Z,131.1,200,65.5
2026-04-19T02:20:00Z,131.2,200,65.6
2026-04-19T02:21:00Z,131.3,200,65.7
2026-04-19T02:22:00Z,131.4,200,65.7
2026-04-19T02:23:00Z,131.4,200,65.7
2026-04-19T02:24:00Z,131.5,200,65.8
2026-04-19T02:25:00Z,131.6,200,65.8
2026-04-19T02:26:00Z,131.7,200,65.8
2026-04-19T02:27:00Z,131.8,200,65.9
2026-04-19T02:28:00Z,131.8,200,65.9
2026-04-19T02:29:00Z,131.9,200,66.0
2026-04-19T02:30:00Z,132.0,200,66.0
2026-04-19T02:31:00Z,132.1,200,66.0
2026-04-19T02:32:00Z,132.2,200,66.1
2026-04-19T02:33:00Z,132.2,200,66.1
2026-04-19T02:34:00Z,132.3,200,66.2
2026-04-19T02:35:00Z,132.4,200,66.2
2026-04-19T02:36:00Z,132.5,200,66.2
2026-04-19T02:37:00Z,132.6,200,66.3
2026-04-19T02:38:00Z,132.6,200,66.3
2026-04-19T02:39:00Z,132.7,200,66.3
2026-04-19T02:40:00Z,132.8,200,66.4
2026-04-19T02:41:00Z,132.9,200,66.5
2026-04-19T02:42:00Z,133.0,200,66.5
2026-04-19T02:43:00Z,133.0,200,66.5
2026-04-19T02:44:00Z,133.1,200,66.5
2026-04-19T02:45:00Z,133.2,200,66.6
2026-04-19T02:46:00Z,133.3,200,66.7
2026-04-19T02:47:00Z,133.4,200,66.7
2026-04-19T02:48:00Z,133.4,200,66.7
2026-04-19T02:49:00Z,133.5,200,66.8
2026-04-19T02:50:00Z,133.6,200,66.8
2026-04-19T02:51:00Z,133.7,200,66.8
2026-04-19T02:52:00Z,133.8,200,66.9
2026-04-19T02:53:00Z,133.8,200,66.9
2026-04-19T02:54:00Z,133.9,200,67.0
2026-04-19T02:55:00Z,134.0,200,67.0
2026-04-19T02:56:00Z,134.1,200,67.0
2026-04-19T02:57:00Z,134.2,200,67.1
2026-04-19T02:58:00Z,134.2,200,67.1
2026-04-19T02:59:00Z,134.3,200,67.2
2026-04-19T03:00:00Z,134.4,200,67.2
2026-04-19T03:01:00Z,134.5,200,67.2
2026-04-19T03:02:00Z,134.6,200,67.3
2026-04-19T03:03:00Z,134.6,200,67.3
2026-04-19T03:04:00Z,134.7,200,67.3
2026-04-19T03:05:00Z,134.8,200,67.4
2026-04-19T03:06:00Z,134.9,200,67.5
2026-04-19T03:07:00Z,135.0,200,67.5
2026-04-19T03:08:00Z,135.0,200,67.5
2026-04-19T03:09:00Z,135.1,200,67.5
2026-04-19T03:10:00Z,135.2,200,67.6
2026-04-19T03:11:00Z,135.3,200,67.7
2026-04-19T03:12:00Z,135.4,200,67.7
2026-04-19T03:13:00Z,135.4,200,67.7
2026-04-19T03:14:00Z,135.5,200,67.8
2026-04-19T03:15:00Z,135.6,200,67.8
2026-04-19T03:16:00Z,135.7,200,67.8
2026-04-19T03:17:00Z,135.8,200,67.9
2026-04-19T03:18:00Z,135.8,200,67.9
2026-04-19T03:19:00Z,135.9,200,68.0
2026-04-19T03:20:00Z,136.0,200,68.0
2026-04-19T03:21:00Z,136.1,200,68.0
2026-04-19T03:22:00Z,136.2,200,68.1
2026-04-19T03:23:00Z,136.2,200,68.1
2026-04-19T03:24:00Z,136.3,200,68.2
2026-04-19T03:25:00Z,136.4,200,68.2
2026-04-19T03:26:00Z,136.5,200,68.2
2026-04-19T03:27:00Z,136.6,200,68.3
2026-04-19T03:28:00Z,136.6,200,68.3
2026-04-19T03:29:00Z,136.7,200,68.3
2026-04-19T03:30:00Z,136.8,200,68.4
2026-04-19T03:31:00Z,136.9,200,68.5
2026-04-19T03:32:00Z,137.0,200,68.5
2026-04-19T03:33:00Z,137.0,200,68.5
2026-04-19T03:34:00Z,137.1,200,68.5
2026-04-19T03:35:00Z,137.2,200,68.6
2026-04-19T03:36:00Z,137.3,200,68.7
2026-04-19T03:37:00Z,137.4,200,68.7
2026-04-19T03:38:00Z,137.4,200,68.7
2026-04-19T03:39:00Z,137.5,200,68.8
2026-04-19T03:40:00Z,137.6,200,68.8
2026-04-19T03:41:00Z,137.7,200,68.8
2026-04-19T03:42:00Z,137.8,200,68.9
2026-04-19T03:43:00Z,137.8,200,68.9
2026-04-19T03:44:00Z,137.9,200,69.0
2026-04-19T03:45:00Z,138.0,200,69.0
2026-04-19T03:46:00Z,138.1,200,69.0
2026-04-19T03:47:00Z,138.2,200,69.1
2026-04-19T03:48:00Z,138.2,200,69.1
2026-04-19T03:49:00Z,138.3,200,69.2
2026-04-19T03:50:00Z,138.4,200,69.2
2026-04-19T03:51:00Z,138.5,200,69.2
2026-04-19T03:52:00Z,138.6,200,69.3
2026-04-19T03:53:00Z,138.6,200,69.3
2026-04-19T03:54:00Z,138.7,200,69.3
2026-04-19T03:55:00Z,138.8,200,69.4
2026-04-19T03:56:00Z,138.9,200,69.5
2026-04-19T03:57:00Z,139.0,200,69.5
2026-04-19T03:58:00Z,139.0,200,69.5
2026-04-19T03:59:00Z,139.1,200,69.5
2026-04-19T04:00:00Z,139.2,200,69.6
2026-04-19T04:01:00Z,139.3,200,69.7
2026-04-19T04:02:00Z,139.4,200,69.7
2026-04-19T04:03:00Z,139.4,200,69.7
2026-04-19T04:04:00Z,139.5,200,69.8
2026-04-19T04:05:00Z,139.6,200,69.8
2026-04-19T04:06:00Z,139.7,200,69.8
2026-04-19T04:07:00Z,139.8,200,69.9
2026-04-19T04:08:00Z,139.8,200,69.9
2026-04-19T04:09:00Z,139.9,200,70.0
2026-04-19T04:10:00Z,140.0,200,70.0
2026-04-19T04:11:00Z,140.1,200,70.0
2026-04-19T04:12:00Z,140.2,200,70.1
2026-04-19T04:13:00Z,140.2,200,70.1
2026-04-19T04:14:00Z,140.3,200,70.2
2026-04-19T04:15:00Z,140.4,200,70.2
2026-04-19T04:16:00Z,140.5,200,70.2
2026-04-19T04:17:00Z,140.6,200,70.3
2026-04-19T04:18:00Z,140.6,200,70.3
2026-04-19T04:19:00Z,140.7,200,70.3
2026-04-19T04:20:00Z,140.8,200,70.4
2026-04-19T04:21:00Z,140.9,200,70.5
2026-04-19T04:22:00Z,141.0,200,70.5
2026-04-19T04:23:00Z,141.0,200,70.5
2026-04-19T04:24:00Z,141.1,200,70.5
2026-04-19T04:25:00Z,141.2,200,70.6
2026-04-19T04:26:00Z,141.3,200,70.7
2026-04-19T04:27:00Z,141.4,200,70.7
2026-04-19T04:28:00Z,141.4,200,70.7
2026-04-19T04:29:00Z,141.5,200,70.8
2026-04-19T04:30:00Z,141.6,200,70.8
2026-04-19T04:31:00Z,141.7,200,70.8
2026-04-19T04:32:00Z,141.8,200,70.9
2026-04-19T04:33:00Z,141.8,200,70.9
2026-04-19T04:34:00Z,141.9,200,71.0
2026-04-19T04:35:00Z,142.0,200,71.0
2026-04-19T04:36:00Z,142.1,200,71.0
2026-04-19T04:37:00Z,142.2,200,71.1
2026-04-19T04:38:00Z,142.2,200,71.1
2026-04-19T04:39:00Z,142.3,200,71.2
2026-04-19T04:40:00Z,142.4,200,71.2
2026-04-19T04:41:00Z,142.5,200,71.2
2026-04-19T04:42:00Z,142.6,200,71.3
2026-04-19T04:43:00Z,142.6,200,71.3
2026-04-19T04:44:00Z,142.7,200,71.3
2026-04-19T04:45:00Z,142.8,200,71.4
2026-04-19T04:46:00Z,142.9,200,71.5
2026-04-19T04:47:00Z,143.0,200,71.5
2026-04-19T04:48:00Z,143.0,200,71.5
2026-04-19T04:49:00Z,143.1,200,71.5
2026-04-19T04:50:00Z,143.2,200,71.6
2026-04-19T04:51:00Z,143.3,200,71.7
2026-04-19T04:52:00Z,143.4,200,71.7
2026-04-19T04:53:00Z,143.4,200,71.7
2026-04-19T04:54:00Z,143.5,200,71.8
2026-04-19T04:55:00Z,143.6,200,71.8
2026-04-19T04:56:00Z,143.7,200,71.8
2026-04-19T04:57:00Z,143.8,200,71.9
2026-04-19T04:58:00Z,143.8,200,71.9
2026-04-19T04:59:00Z,143.9,200,72.0
2026-04-19T05:00:00Z,144.0,200,72.0
2026-04-19T05:01:00Z,144.1,200,72.0
2026-04-19T05:02:00Z,144.2,200,72.1
2026-04-19T05:03:00Z,144.2,200,72.1
2026-04-19T05:04:00Z,144.3,200,72.2
2026-04-19T05:05:00Z,144.4,200,72.2
2026-04-19T05:06:00Z,144.5,200,72.2
2026-04-19T05:07:00Z,144.6,200,72.3
2026-04-19T05:08:00Z,144.6,200,72.3
2026-04-19T05:09:00Z,144.7,200,72.3
2026-04-19T05:10:00Z,144.8,200,72.4
2026-04-19T05:11:00Z,144.9,200,72.5
2026-04-19T05:12:00Z,145.0,200,72.5
2026-04-19T05:13:00Z,145.0,200,72.5
2026-04-19T05:14:00Z,145.1,200,72.5
2026-04-19T05:15:00Z,145.2,200,72.6
2026-04-19T05:16:00Z,145.3,200,72.7
2026-04-19T05:17:00Z,145.4,200,72.7
2026-04-19T05:18:00Z,145.4,200,72.7
2026-04-19T05:19:00Z,145.5,200,72.8
2026-04-19T05:20:00Z,145.6,200,72.8
2026-04-19T05:21:00Z,145.7,200,72.8
2026-04-19T05:22:00Z,145.8,200,72.9
2026-04-19T05:23:00Z,145.8,200,72.9
2026-04-19T05:24:00Z,145.9,200,73.0
2026-04-19T05:25:00Z,146.0,200,73.0
2026-04-19T05:26:00Z,146.1,200,73.0
2026-04-19T05:27:00Z,146.2,200,73.1
2026-04-19T05:28:00Z,146.2,200,73.1
2026-04-19T05:29:00Z,146.3,200,73.2
2026-04-19T05:30:00Z,146.4,200,73.2
2026-04-19T05:31:00Z,146.5,200,73.2
2026-04-19T05:32:00Z,146.6,200,73.3
2026-04-19T05:33:00Z,146.6,200,73.3
2026-04-19T05:34:00Z,146.7,200,73.3
2026-04-19T05:35:00Z,146.8,200,73.4
2026-04-19T05:36:00Z,146.9,200,73.5
2026-04-19T05:37:00Z,147.0,200,73.5
2026-04-19T05:38:00Z,147.0,200,73.5
2026-04-19T05:39:00Z,147.1,200,73.5
2026-04-19T05:40:00Z,147.2,200,73.6
2026-04-19T05:41:00Z,147.3,200,73.7
2026-04-19T05:42:00Z,147.4,200,73.7
2026-04-19T05:43:00Z,147.4,200,73.7
2026-04-19T05:44:00Z,147.5,200,73.8
2026-04-19T05:45:00Z,147.6,200,73.8
2026-04-19T05:46:00Z,147.7,200,73.8
2026-04-19T05:47:00Z,147.8,200,73.9
2026-04-19T05:48:00Z,147.8,200,73.9
2026-04-19T05:49:00Z,147.9,200,74.0
2026-04-19T05:50:00Z,148.0,200,74.0
2026-04-19T05:51:00Z,148.1,200,74.0
2026-04-19T05:52:00Z,148.2,200,74.1
2026-04-19T05:53:00Z,148.2,200,74.1
2026-04-19T05:54:00Z,148.3,200,74.2
2026-04-19T05:55:00Z,148.4,200,74.2
2026-04-19T05:56:00Z,148.5,200,74.2
2026-04-19T05:57:00Z,148.6,200,74.3
2026-04-19T05:58:00Z,148.6,200,74.3
2026-04-19T05:59:00Z,148.7,200,74.3
2026-04-19T06:00:00Z,148.8,200,74.4
2026-04-19T06:01:00Z,148.9,200,74.5
2026-04-19T06:02:00Z,149.0,200,74.5
2026-04-19T06:03:00Z,149.0,200,74.5
2026-04-19T06:04:00Z,149.1,200,74.5
2026-04-19T06:05:00Z,149.2,200,74.6
2026-04-19T06:06:00Z,149.3,200,74.7
2026-04-19T06:07:00Z,149.4,200,74.7
2026-04-19T06:08:00Z,149.4,200,74.7
2026-04-19T06:09:00Z,149.5,200,74.8
2026-04-19T06:10:00Z,149.6,200,74.8
2026-04-19T06:11:00Z,149.7,200,74.8
2026-04-19T06:12:00Z,149.8,200,74.9
2026-04-19T06:13:00Z,149.8,200,74.9
2026-04-19T06:14:00Z,149.9,200,75.0
2026-04-19T06:15:00Z,150.0,200,75.0
2026-04-19T06:16:00Z,150.1,200,75.0
2026-04-19T06:17:00Z,150.2,200,75.1
2026-04-19T06:18:00Z,150.2,200,75.1
2026-04-19T06:19:00Z,150.3,200,75.2
2026-04-19T06:20:00Z,150.4,200,75.2
2026-04-19T06:21:00Z,150.5,200,75.2
2026-04-19T06:22:00Z,150.6,200,75.3
2026-04-19T06:23:00Z,150.6,200,75.3
2026-04-19T06:24:00Z,150.7,200,75.3
2026-04-19T06:25:00Z,150.8,200,75.4
2026-04-19T06:26:00Z,150.9,200,75.5
2026-04-19T06:27:00Z,151.0,200,75.5
2026-04-19T06:28:00Z,151.0,200,75.5
2026-04-19T06:29:00Z,151.1,200,75.5
2026-04-19T06:30:00Z,151.2,200,75.6
2026-04-19T06:31:00Z,151.3,200,75.7
2026-04-19T06:32:00Z,151.4,200,75.7
2026-04-19T06:33:00Z,151.4,200,75.7
2026-04-19T06:34:00Z,151.5,200,75.8
2026-04-19T06:35:00Z,151.6,200,75.8
2026-04-19T06:36:00Z,151.7,200,75.8
2026-04-19T06:37:00Z,151.8,200,75.9
2026-04-19T06:38:00Z,151.8,200,75.9
2026-04-19T06:39:00Z,151.9,200,76.0
2026-04-19T06:40:00Z,152.0,200,76.0
2026-04-19T06:41:00Z,152.1,200,76.0
2026-04-19T06:42:00Z,152.2,200,76.1
2026-04-19T06:43:00Z,152.2,200,76.1
2026-04-19T06:44:00Z,152.3,200,76.2
2026-04-19T06:45:00Z,152.4,200,76.2
2026-04-19T06:46:00Z,152.5,200,76.2
2026-04-19T06:47:00Z,152.6,200,76.3
2026-04-19T06:48:00Z,152.6,200,76.3
2026-04-19T06:49:00Z,152.7,200,76.3
2026-04-19T06:50:00Z,152.8,200,76.4
2026-04-19T06:51:00Z,152.9,200,76.5
2026-04-19T06:52:00Z,153.0,200,76.5
2026-04-19T06:53:00Z,153.0,200,76.5
2026-04-19T06:54:00Z,153.1,200,76.5
2026-04-19T06:55:00Z,153.2,200,76.6
2026-04-19T06:56:00Z,153.3,200,76.7
2026-04-19T06:57:00Z,153.4,200,76.7
2026-04-19T06:58:00Z,153.4,200,76.7
2026-04-19T06:59:00Z,153.5,200,76.8
2026-04-19T07:00:00Z,153.6,200,76.8
2026-04-19T07:01:00Z,153.7,200,76.8
2026-04-19T07:02:00Z,153.8,200,76.9
2026-04-19T07:03:00Z,153.8,200,76.9
2026-04-19T07:04:00Z,153.9,200,77.0
2026-04-19T07:05:00Z,154.0,200,77.0
2026-04-19T07:06:00Z,154.1,200,77.0
2026-04-19T07:07:00Z,154.2,200,77.1
2026-04-19T07:08:00Z,154.2,200,77.1
2026-04-19T07:09:00Z,154.3,200,77.2
2026-04-19T07:10:00Z,154.4,200,77.2
2026-04-19T07:11:00Z,154.5,200,77.2
2026-04-19T07:12:00Z,154.6,200,77.3
2026-04-19T07:13:00Z,154.6,200,77.3
2026-04-19T07:14:00Z,154.7,200,77.3
2026-04-19T07:15:00Z,154.8,200,77.4
2026-04-19T07:16:00Z,154.9,200,77.5
2026-04-19T07:17:00Z,155.0,200,77.5
2026-04-19T07:18:00Z,155.0,200,77.5
2026-04-19T07:19:00Z,155.1,200,77.5
2026-04-19T07:20:00Z,155.2,200,77.6
2026-04-19T07:21:00Z,155.3,200,77.7
2026-04-19T07:22:00Z,155.4,200,77.7
2026-04-19T07:23:00Z,155.4,200,77.7
2026-04-19T07:24:00Z,155.5,200,77.8
2026-04-19T07:25:00Z,155.6,200,77.8
2026-04-19T07:26:00Z,155.7,200,77.8
2026-04-19T07:27:00Z,155.8,200,77.9
2026-04-19T07:28:00Z,155.8,200,77.9
2026-04-19T07:29:00Z,155.9,200,78.0
2026-04-19T07:30:00Z,156.0,200,78.0
2026-04-19T07:31:00Z,156.1,200,78.0
2026-04-19T07:32:00Z,156.2,200,78.1
2026-04-19T07:33:00Z,156.2,200,78.1
2026-04-19T07:34:00Z,156.3,200,78.2
2026-04-19T07:35:00Z,156.4,200,78.2
2026-04-19T07:36:00Z,156.5,200,78.2
2026-04-19T07:37:00Z,156.6,200,78.3
2026-04-19T07:38:00Z,156.6,200,78.3
2026-04-19T07:39:00Z,156.7,200,78.3
2026-04-19T07:40:00Z,156.8,200,78.4
2026-04-19T07:41:00Z,156.9,200,78.5
2026-04-19T07:42:00Z,157.0,200,78.5
2026-04-19T07:43:00Z,157.0,200,78.5
2026-04-19T07:44:00Z,157.1,200,78.5
2026-04-19T07:45:00Z,157.2,200,78.6
2026-04-19T07:46:00Z,157.3,200,78.7
2026-04-19T07:47:00Z,157.4,200,78.7
2026-04-19T07:48:00Z,157.4,200,78.7
2026-04-19T07:49:00Z,157.5,200,78.8
2026-04-19T07:50:00Z,157.6,200,78.8
2026-04-19T07:51:00Z,157.7,200,78.8
2026-04-19T07:52:00Z,157.8,200,78.9
2026-04-19T07:53:00Z,157.8,200,78.9
2026-04-19T07:54:00Z,157.9,200,79.0
2026-04-19T07:55:00Z,158.0,200,79.0
2026-04-19T07:56:00Z,158.1,200,79.0
2026-04-19T07:57:00Z,158.2,200,79.1
2026-04-19T07:58:00Z,158.2,200,79.1
2026-04-19T07:59:00Z,158.3,200,79.2
2026-04-19T08:00:00Z,158.4,200,79.2
2026-04-19T08:01:00Z,158.5,200,79.2
2026-04-19T08:02:00Z,158.6,200,79.3
2026-04-19T08:03:00Z,158.6,200,79.3
2026-04-19T08:04:00Z,158.7,200,79.3
2026-04-19T08:05:00Z,158.8,200,79.4
2026-04-19T08:06:00Z,158.9,200,79.5
2026-04-19T08:07:00Z,159.0,200,79.5
2026-04-19T08:08:00Z,159.0,200,79.5
2026-04-19T08:09:00Z,159.1,200,79.5
2026-04-19T08:10:00Z,159.2,200,79.6
2026-04-19T08:11:00Z,159.3,200,79.7
2026-04-19T08:12:00Z,159.4,200,79.7
2026-04-19T08:13:00Z,159.4,200,79.7
2026-04-19T08:14:00Z,159.5,200,79.8
2026-04-19T08:15:00Z,159.6,200,79.8
2026-04-19T08:16:00Z,159.7,200,79.8
2026-04-19T08:17:00Z,159.8,200,79.9
2026-04-19T08:18:00Z,159.8,200,79.9
2026-04-19T08:19:00Z,159.9,200,80.0
2026-04-19T08:20:00Z,160.0,200,80.0
2026-04-19T08:21:00Z,160.1,200,80.0
2026-04-19T08:22:00Z,160.2,200,80.1
2026-04-19T08:23:00Z,160.2,200,80.1
2026-04-19T08:24:00Z,160.3,200,80.2
2026-04-19T08:25:00Z,160.4,200,80.2
2026-04-19T08:26:00Z,160.5,200,80.2
2026-04-19T08:27:00Z,160.6,200,80.3
2026-04-19T08:28:00Z,160.6,200,80.3
2026-04-19T08:29:00Z,160.7,200,80.3
2026-04-19T08:30:00Z,160.8,200,80.4
2026-04-19T08:31:00Z,160.9,200,80.5
2026-04-19T08:32:00Z,161.0,200,80.5
2026-04-19T08:33:00Z,161.0,200,80.5
2026-04-19T08:34:00Z,161.1,200,80.5
2026-04-19T08:35:00Z,161.2,200,80.6
2026-04-19T08:36:00Z,161.3,200,80.7
2026-04-19T08:37:00Z,161.4,200,80.7
2026-04-19T08:38:00Z,161.4,200,80.7
2026-04-19T08:39:00Z,161.5,200,80.8
2026-04-19T08:40:00Z,161.6,200,80.8
2026-04-19T08:41:00Z,161.7,200,80.8
2026-04-19T08:42:00Z,161.8,200,80.9
2026-04-19T08:43:00Z,161.8,200,80.9
2026-04-19T08:44:00Z,161.9,200,81.0
2026-04-19T08:45:00Z,162.0,200,81.0
2026-04-19T08:46:00Z,162.1,200,81.0
2026-04-19T08:47:00Z,162.2,200,81.1
2026-04-19T08:48:00Z,162.2,200,81.1
2026-04-19T08:49:00Z,162.3,200,81.2
2026-04-19T08:50:00Z,162.4,200,81.2
2026-04-19T08:51:00Z,162.5,200,81.2
2026-04-19T08:52:00Z,162.6,200,81.3
2026-04-19T08:53:00Z,162.6,200,81.3
2026-04-19T08:54:00Z,162.7,200,81.3
2026-04-19T08:55:00Z,162.8,200,81.4
2026-04-19T08:56:00Z,162.9,200,81.5
2026-04-19T08:57:00Z,163.0,200,81.5
2026-04-19T08:58:00Z,163.0,200,81.5
2026-04-19T08:59:00Z,163.1,200,81.5
2026-04-19T09:00:00Z,163.2,200,81.6
2026-04-19T09:01:00Z,163.3,200,81.7
2026-04-19T09:02:00Z,163.4,200,81.7
2026-04-19T09:03:00Z,163.4,200,81.7
2026-04-19T09:04:00Z,163.5,200,81.8
2026-04-19T09:05:00Z,163.6,200,81.8
2026-04-19T09:06:00Z,163.7,200,81.8
2026-04-19T09:07:00Z,163.8,200,81.9
2026-04-19T09:08:00Z,163.8,200,81.9
2026-04-19T09:09:00Z,163.9,200,82.0
2026-04-19T09:10:00Z,164.0,200,82.0
2026-04-19T09:11:00Z,164.1,200,82.0
2026-04-19T09:12:00Z,164.2,200,82.1
2026-04-19T09:13:00Z,164.2,200,82.1
2026-04-19T09:14:00Z,164.3,200,82.2
2026-04-19T09:15:00Z,164.4,200,82.2
2026-04-19T09:16:00Z,164.5,200,82.2
